education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice
Postgrad,English_and_French,35-44,"Less than $25,000",-37330227890337216e27,Female,Ontario,Excellent,No,No,Married,No residence,1
High School,French,55-64,"Less than $25,000",12000,Male,Quebec,Don't Know,Yes,Yes,Never Married,No residence,4
High School,English,35-44,"$50,000 to $74,999",65000,Female,Nova Scoita,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,3
College/Trade,English_and_French,45-54,"$50,000 to $74,999",65000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,3
College/Trade,English,45-54,"Less than $25,000",20000,Female,Nova Scoita,Poor/Fair,Yes,Yes,Never Married,No residence,1
Postgrad,English,55-64,"$75,000 to $99,999",80000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,3
College/Trade,English,65-74,"$100,000 to $ 124,999",110000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
High School,English_and_French,15-24,"Less than $25,000",-37009219116678684e27,Female,Maintoba,Poor/Fair,No,No,Never Married,No residence,1
College/Trade,English,55-64,"Less than $25,000",-5051935465147797e28,Female,Alberta,Good/Very Good,Yes,Yes,Separated,Own a residence,2
College/Trade,French,35-44,"$25,000 to $49,999",48000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,1
Bachelor,English,55-64,"$125,000 and more",125000,Male,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,55-64,"Less than $25,000",-4482950680548762e28,Female,Ontario,Don't Know,Yes,Yes,Separated,No residence,3
Postgrad,English,45-54,"Less than $25,000",-4592864607323161e28,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,3
College/Trade,English,55-64,"$75,000 to $99,999",76000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,3
Bachelor,English_and_French,25-34,"$100,000 to $ 124,999",120000,Female,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,1
High School,English,15-24,"Less than $25,000",-4592755716965746e28,Female,Ontario,Excellent,Yes,No,Never Married,Own a residence,2
College/Trade,English_and_French,65-74,"Less than $25,000",20000,Female,Alberta,Poor/Fair,Yes,Yes,Widowed,No residence,2
College/Trade,English_and_French,75-84,"$50,000 to $74,999",70000,Male,New Brunswick,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,French,35-44,"$75,000 to $99,999",75000,Female,Quebec,Poor/Fair,Yes,Yes,Married,No residence,4
College/Trade,Neither English nor French,35-44,"Less than $25,000",-484470622595188e29,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,2
College/Trade,French,35-44,"$25,000 to $49,999",43800,Female,Quebec,Excellent,Yes,Yes,Separated,Own a residence,4
Bachelor,English,25-34,"Less than $25,000",-5040991984227619e28,Female,Nova Scoita,Poor/Fair,Yes,Yes,Never Married,No residence,3
High School,English,35-44,"$100,000 to $ 124,999",100000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,15-24,"$50,000 to $74,999",52000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,No residence,1
Bachelor,English_and_French,15-24,"Less than $25,000",-41825657405845705e27,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,3
Bachelor,Neither English nor French,35-44,"$75,000 to $99,999",90000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1
Bachelor,English_and_French,65-74,"$25,000 to $49,999",40000,Female,Ontario,Good/Very Good,Yes,Yes,Divorced,No residence,1
College/Trade,English,65-74,"$125,000 and more",150000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,Neither English nor French,75-84,"$25,000 to $49,999",45000,Male,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,1
College/Trade,English,65-74,"Less than $25,000",-4859569759738987e28,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,5
Postgrad,French,55-64,"Less than $25,000",-42649630740402743e27,Female,Quebec,Excellent,Yes,Yes,Never Married,Own a residence,4
College/Trade,English,65-74,"$25,000 to $49,999",40000,Male,Ontario,Good/Very Good,Yes,Yes,Separated,No residence,3
Postgrad,English,35-44,"$75,000 to $99,999",75000,Female,Ontario,Excellent,Yes,Yes,Living with a partner,Own a residence,2
High School,French,15-24,"Less than $25,000",-4485019597339642e28,Male,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,5
Bachelor,Neither English nor French,45-54,"$100,000 to $ 124,999",115000,Female,Maintoba,Excellent,Yes,No,Married,Own a residence,2
Postgrad,Neither English nor French,25-34,"Less than $25,000",-4057635833522685e28,Female,Ontario,Poor/Fair,No,No,Living with a partner,No residence,5
Bachelor,English,25-34,"$125,000 and more",144000,Female,Alberta,Good/Very Good,Yes,Yes,Married,No residence,1
College/Trade,English_and_French,15-24,"$75,000 to $99,999",80000,Female,Quebec,Excellent,Yes,Yes,Never Married,Own a residence,2
Bachelor,English_and_French,15-24,"$50,000 to $74,999",50000,Female,New Brunswick,Excellent,Yes,Yes,Living with a partner,No residence,2
College/Trade,English,25-34,"$50,000 to $74,999",50000,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,No residence,3
Bachelor,English,45-54,"$75,000 to $99,999",75000,Male,Ontario,Poor/Fair,Yes,Yes,Separated,No residence,2
No degree/diploma,English_and_French,15-24,"Less than $25,000",22000,Male,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
Bachelor,English,65-74,"Less than $25,000",-5165290327216499e28,Female,Alberta,Good/Very Good,Yes,Yes,Widowed,Own a residence,1
High School,Neither English nor French,55-64,"Less than $25,000",-4693239738788033e28,Female,Quebec,Poor/Fair,Yes,No,Divorced,No residence,2
Bachelor,English_and_French,75-84,"$75,000 to $99,999",75000,Female,Quebec,Good/Very Good,Yes,Yes,Married,No residence,1
Bachelor,English,35-44,"Less than $25,000",-5190618224351159e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,65-74,"Less than $25,000",-5265121006894297e28,Male,Ontario,Good/Very Good,Yes,Yes,Divorced,Own a residence,2
Postgrad,French,35-44,"Less than $25,000",-4051243969542442e28,Female,Alberta,Excellent,Yes,No,Never Married,Own a residence,2
College/Trade,French,45-54,"$125,000 and more",125000,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,4
High School,English_and_French,25-34,"Less than $25,000",13855,Female,Nova Scoita,Poor/Fair,Yes,Yes,Separated,No residence,1
College/Trade,English_and_French,45-54,"$75,000 to $99,999",75000,Male,New Brunswick,Poor/Fair,Yes,Yes,Never Married,Own a residence,1
College/Trade,English,45-54,"Less than $25,000",-4676143952673924e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,75-84,"$25,000 to $49,999",42000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2
College/Trade,English,55-64,"Less than $25,000",-4482950680548762e28,Female,Ontario,Don't Know,Yes,Yes,Separated,No residence,3
Postgrad,English_and_French,25-34,"$125,000 and more",200000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1
College/Trade,English,35-44,"$125,000 and more",166000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English_and_French,25-34,"$25,000 to $49,999",30000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,1
College/Trade,English,55-64,"Less than $25,000",15000,Female,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
No degree/diploma,English_and_French,45-54,"$25,000 to $49,999",41000,Female,Alberta,Don't Know,Yes,Yes,Divorced,No residence,2
Postgrad,English,65-74,"$50,000 to $74,999",65000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,No residence,2
College/Trade,English,25-34,"$50,000 to $74,999",60000,Male,Ontario,Good/Very Good,Yes,No,Never Married,Own a residence,2
Bachelor,English,25-34,"$25,000 to $49,999",39500,Female,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Never Married,No residence,3
Bachelor,English,25-34,"$50,000 to $74,999",59999,Female,Maintoba,Good/Very Good,Yes,Yes,Never Married,Own a residence,2
No degree/diploma,English,55-64,"$50,000 to $74,999",65000,Male,Ontario,Excellent,Yes,Yes,Living with a partner,Own a residence,2
High School,English,65-74,"Less than $25,000",19000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Never Married,Own a residence,2
College/Trade,French,45-54,"Less than $25,000",15000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,6
Postgrad,French,65-74,"$125,000 and more",125000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,4
Bachelor,Neither English nor French,35-44,"Less than $25,000",-3544631581670549e28,Female,Nova Scoita,Good/Very Good,Yes,Don't know/Prefer not to say,Don't know/Prefer not to answer,No residence,2
High School,French,65-74,"$100,000 to $ 124,999",105000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,4
Bachelor,English,35-44,"$100,000 to $ 124,999",110000,Female,New Brunswick,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,5
Bachelor,English,65-74,"$100,000 to $ 124,999",120000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,35-44,"Less than $25,000",-5076718910495382e28,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,2
Bachelor,English,75-84,"Less than $25,000",-4691083709711221e28,Female,Ontario,Poor/Fair,Yes,Yes,Widowed,No residence,2
Bachelor,English,35-44,"$100,000 to $ 124,999",120000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,3
Postgrad,Neither English nor French,35-44,"$100,000 to $ 124,999",110000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,5
College/Trade,English,35-44,"$75,000 to $99,999",95000,Female,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Married,Own a residence,3
Bachelor,Neither English nor French,25-34,"Less than $25,000",-4930130711343712e28,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,3
Bachelor,English,55-64,"$125,000 and more",310000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1
Postgrad,English,25-34,"$100,000 to $ 124,999",100000,Female,British Columbia,Good/Very Good,No,No,Married,No residence,1
Bachelor,English,65-74,"$25,000 to $49,999",25000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
No degree/diploma,French,45-54,"$50,000 to $74,999",60000,Male,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,4
College/Trade,English,45-54,"$75,000 to $99,999",75000,Female,Quebec,Good/Very Good,Yes,Yes,Married,No residence,2
College/Trade,English,35-44,"$75,000 to $99,999",78000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,French,35-44,"Less than $25,000",0,Female,Quebec,Excellent,Yes,Yes,Separated,Own a residence,4
College/Trade,French,35-44,"$100,000 to $ 124,999",100000,Female,British Columbia,Poor/Fair,Yes,Yes,Separated,No residence,1
Bachelor,English,75-84,"$50,000 to $74,999",50000,Female,Ontario,Excellent,Yes,Yes,Never Married,Own a residence,5
Postgrad,English_and_French,25-34,"Less than $25,000",10000,Male,Ontario,Excellent,Yes,Yes,Married,No residence,1
Postgrad,English,35-44,"$50,000 to $74,999",63000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Postgrad,English_and_French,65-74,"$75,000 to $99,999",75000,Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,1
Bachelor,English,45-54,"Less than $25,000",-4655705232587185e28,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2
College/Trade,English,35-44,"$75,000 to $99,999",85000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,2
Bachelor,Neither English nor French,65-74,"Less than $25,000",-5196726973402123e28,Female,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,3
Bachelor,English,55-64,"$125,000 and more",150000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1
No degree/diploma,French,45-54,"$50,000 to $74,999",65000,Female,Quebec,Poor/Fair,Yes,Yes,Married,Own a residence,6
No degree/diploma,English,35-44,"$50,000 to $74,999",50000,Male,Alberta,Poor/Fair,Yes,Yes,Divorced,No residence,2
High School,English,25-34,"$125,000 and more",130000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,No residence,2
High School,English,45-54,"$50,000 to $74,999",70000,Male,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,English,65-74,"$125,000 and more",128000,Female,Ontario,Excellent,Yes,Yes,Living with a partner,No residence,1
College/Trade,English_and_French,75-84,"Less than $25,000",24500,Female,Nova Scoita,Poor/Fair,Yes,Yes,Widowed,Own a residence,1
Bachelor,English,25-34,"$75,000 to $99,999",94000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,2
College/Trade,English,65-74,"$50,000 to $74,999",59000,Male,Ontario,Don't Know,Yes,Yes,Married,Own a residence,1
Bachelor,English,45-54,"Less than $25,000",-4542176145946618e28,Female,Nova Scoita,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
College/Trade,English,25-34,"$25,000 to $49,999",35000,Female,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,2
College/Trade,English,25-34,"Less than $25,000",-4890135283065293e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,No residence,3
Bachelor,English,45-54,"$125,000 and more",140000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,65-74,"$25,000 to $49,999",42000,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,5
College/Trade,English_and_French,45-54,"$50,000 to $74,999",50000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,4
College/Trade,English,55-64,"Less than $25,000",-4976234888673097e28,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,55-64,"$50,000 to $74,999",57000,Female,Nova Scoita,Poor/Fair,Yes,Yes,Married,No residence,2
College/Trade,English,55-64,"Less than $25,000",-4259170107025812e28,Female,Alberta,Excellent,Yes,No,Divorced,Own a residence,1
No degree/diploma,French,45-54,"Less than $25,000",20000,Female,Quebec,Don't Know,Yes,Yes,Living with a partner,No residence,4
High School,English_and_French,45-54,"$25,000 to $49,999",41000,Female,New Brunswick,Poor/Fair,Yes,Yes,Never Married,No residence,5
College/Trade,English,35-44,"$50,000 to $74,999",55000,Female,British Columbia,Poor/Fair,Yes,Yes,Divorced,No residence,2
College/Trade,English,65-74,"$50,000 to $74,999",70000,Female,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
College/Trade,English,75-84,"$50,000 to $74,999",65000,Male,Ontario,Good/Very Good,Yes,Yes,Married,No residence,1
Bachelor,English,65-74,"$50,000 to $74,999",72000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,English,35-44,"Less than $25,000",-5243647828412117e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,3
Bachelor,Neither English nor French,65-74,"$50,000 to $74,999",60000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
High School,English,75-84,"Less than $25,000",-5084199678049772e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
No degree/diploma,French,65-74,"Less than $25,000",22000,Female,Quebec,Poor/Fair,Yes,Yes,Widowed,No residence,4
Bachelor,French,45-54,"Less than $25,000",-43206604918578936e27,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,3
College/Trade,English,65-74,"Less than $25,000",-5225702697510175e28,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,75-84,"Less than $25,000",-4529773534237084e28,Female,British Columbia,Excellent,Yes,Yes,Widowed,Own a residence,1
Bachelor,English,75-84,"$25,000 to $49,999",35000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,3
College/Trade,English,15-24,"$125,000 and more",480770607331418e45,Female,Ontario,Excellent,Yes,Yes,Don't know/Prefer not to answer,No residence,5
Bachelor,English,65-74,"Less than $25,000",-5214105874445509e28,Male,New Brunswick,Good/Very Good,Yes,Yes,Married,Own a residence,3
Bachelor,English,65-74,"$50,000 to $74,999",65000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Postgrad,English,65-74,"Less than $25,000",-5296198314900452e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,3
College/Trade,English,45-54,"Less than $25,000",-4475938141531256e28,Female,Alberta,Poor/Fair,Yes,Yes,Married,No residence,3
High School,English,55-64,"$75,000 to $99,999",87000,Male,Ontario,Don't Know,Yes,Yes,Married,Own a residence,2
College/Trade,English,15-24,"Less than $25,000",-4512340188014991e28,Female,Ontario,Excellent,Yes,Yes,Living with a partner,No residence,3
Bachelor,English,25-34,"Less than $25,000",-4626359281263924e28,Female,Alberta,Excellent,Yes,Yes,Separated,Own a residence,2
Bachelor,English,45-54,"Less than $25,000",-44314128743843854e27,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,1
No degree/diploma,English,25-34,"Less than $25,000",-4969124348333917e28,Female,Ontario,Poor/Fair,Yes,Yes,Living with a partner,No residence,1
College/Trade,English,65-74,"$50,000 to $74,999",58000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,2
Bachelor,English,55-64,"$75,000 to $99,999",78000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,55-64,"Less than $25,000",23000,Male,Nova Scoita,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,3
College/Trade,English,55-64,"Less than $25,000",15000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Never Married,No residence,2
High School,English_and_French,15-24,"$125,000 and more",6000903790326426e44,Male,Quebec,Excellent,Yes,Yes,Don't know/Prefer not to answer,No residence,1
Bachelor,English,35-44,"$75,000 to $99,999",89000,Male,British Columbia,Poor/Fair,Yes,No,Living with a partner,Own a residence,5
Bachelor,English,35-44,"$125,000 and more",149999,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Bachelor,English,45-54,"$75,000 to $99,999",75000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,5
College/Trade,English,15-24,"Less than $25,000",-4084368416267994e28,Female,Ontario,Poor/Fair,No,No,Never Married,Own a residence,2
Postgrad,Neither English nor French,25-34,"$125,000 and more",190000,Female,Ontario,Excellent,Yes,No,Never Married,Own a residence,1
